 1976: 2.808177, 2.945936 avg loss, 0.000126 rate, 13.994036 seconds, 1011712 images, 23.575886 hours left
 1984: 2.516940, 2.903037 avg loss, 0.000128 rate, 14.134305 seconds, 1015808 images, 23.496551 hours left
 1992: 2.732385, 2.885972 avg loss, 0.000130 rate, 14.187500 seconds, 1019904 images, 23.419262 hours left
 2000: 2.825838, 2.879958 avg loss, 0.000132 rate, 14.170559 seconds, 1024000 images, 23.343025 hours left
 2008: 2.664294, 2.858392 avg loss, 0.000134 rate, 15.868751 seconds, 1028096 images, 23.267046 hours left
 2016: 2.433308, 2.815883 avg loss, 0.000136 rate, 15.588186 seconds, 1032192 images, 23.210344 hours left
 2024: 2.603527, 2.794648 avg loss, 0.000139 rate, 13.975552 seconds, 1036288 images, 23.150751 hours left
 2032: 2.421486, 2.757332 avg loss, 0.000141 rate, 13.645801 seconds, 1040384 images, 23.073598 hours left
 2040: 2.589244, 2.740523 avg loss, 0.000143 rate, 14.075046 seconds, 1044480 images, 22.993270 hours left
 2048: 2.475258, 2.713996 avg loss, 0.000145 rate, 13.978765 seconds, 1048576 images, 22.918165 hours left
 2056: 2.284699, 2.671067 avg loss, 0.000147 rate, 13.765169 seconds, 1052672 images, 22.842441 hours left
 2064: 2.530878, 2.657048 avg loss, 0.000150 rate, 14.084764 seconds, 1056768 images, 22.764825 hours left
 2072: 2.216473, 2.612990 avg loss, 0.000152 rate, 13.820050 seconds, 1060864 images, 22.691171 hours left
 2080: 2.361034, 2.587795 avg loss, 0.000154 rate, 13.888909 seconds, 1064960 images, 22.615106 hours left
 2088: 2.690678, 2.598083 avg loss, 0.000157 rate, 11.811563 seconds, 1069056 images, 22.540191 hours left
 2096: 2.526528, 2.590928 avg loss, 0.000159 rate, 11.651836 seconds, 1073152 images, 22.443142 hours left
 2104: 2.324925, 2.564327 avg loss, 0.000161 rate, 11.714901 seconds, 1077248 images, 22.345070 hours left
 2112: 2.392845, 2.547179 avg loss, 0.000164 rate, 11.620164 seconds, 1081344 images, 22.248403 hours left
 2120: 2.345888, 2.527050 avg loss, 0.000166 rate, 11.518700 seconds, 1085440 images, 22.151419 hours left
 2128: 2.257208, 2.500066 avg loss, 0.000169 rate, 12.291498 seconds, 1089536 images, 22.054052 hours left
 2136: 2.591247, 2.509184 avg loss, 0.000171 rate, 13.575303 seconds, 1093632 images, 21.965715 hours left
 2144: 2.475711, 2.505836 avg loss, 0.000174 rate, 13.346960 seconds, 1097728 images, 21.891768 hours left
 2152: 2.313551, 2.486608 avg loss, 0.000176 rate, 13.468684 seconds, 1101824 images, 21.815813 hours left
 2160: 2.160528, 2.454000 avg loss, 0.000179 rate, 13.066323 seconds, 1105920 images, 21.741622 hours left
 2168: 2.223650, 2.430965 avg loss, 0.000182 rate, 15.776178 seconds, 1110016 images, 21.663581 hours left
 2176: 2.279223, 2.415791 avg loss, 0.000184 rate, 15.451051 seconds, 1114112 images, 21.614875 hours left
 2184: 2.324374, 2.406649 avg loss, 0.000187 rate, 15.505838 seconds, 1118208 images, 21.562852 hours left
 2192: 2.162777, 2.382262 avg loss, 0.000190 rate, 15.496769 seconds, 1122304 images, 21.511587 hours left
 2200: 2.262907, 2.370327 avg loss, 0.000193 rate, 15.706382 seconds, 1126400 images, 21.460394 hours left
 2208: 2.240938, 2.357388 avg loss, 0.000195 rate, 16.033701 seconds, 1130496 images, 21.411582 hours left
 2216: 2.069862, 2.328635 avg loss, 0.000198 rate, 15.713641 seconds, 1134592 images, 21.366356 hours left
 2224: 2.196470, 2.315418 avg loss, 0.000201 rate, 15.761820 seconds, 1138688 images, 21.317863 hours left
 2232: 2.147169, 2.298594 avg loss, 0.000204 rate, 15.532726 seconds, 1142784 images, 21.270009 hours left
 2240: 2.186105, 2.287345 avg loss, 0.000207 rate, 15.430420 seconds, 1146880 images, 21.219888 hours left
 2248: 1.860571, 2.244667 avg loss, 0.000210 rate, 13.701783 seconds, 1150976 images, 21.168853 hours left
 2256: 1.965890, 2.216789 avg loss, 0.000213 rate, 13.798923 seconds, 1155072 images, 21.099968 hours left
 2264: 2.043050, 2.199415 avg loss, 0.000216 rate, 14.103953 seconds, 1159168 images, 21.032478 hours left
 2272: 2.036240, 2.183098 avg loss, 0.000219 rate, 13.735604 seconds, 1163264 images, 20.968523 hours left
 2280: 1.838252, 2.148613 avg loss, 0.000222 rate, 12.441554 seconds, 1167360 images, 20.901079 hours left
 2288: 1.906858, 2.124438 avg loss, 0.000225 rate, 12.217654 seconds, 1171456 images, 20.820633 hours left
 2296: 1.967115, 2.108706 avg loss, 0.000228 rate, 12.674782 seconds, 1175552 images, 20.738405 hours left
 2304: 2.126899, 2.110525 avg loss, 0.000231 rate, 12.497400 seconds, 1179648 images, 20.661432 hours left
 2312: 1.991975, 2.098670 avg loss, 0.000234 rate, 12.607201 seconds, 1183744 images, 20.583126 hours left
 2320: 1.943529, 2.083156 avg loss, 0.000237 rate, 12.449864 seconds, 1187840 images, 20.506450 hours left
 2328: 2.374020, 2.112242 avg loss, 0.000241 rate, 23.309337 seconds, 1191936 images, 20.428653 hours left
 2336: 2.267913, 2.127809 avg loss, 0.000244 rate, 23.237925 seconds, 1196032 images, 20.462122 hours left
 2344: 2.320216, 2.147050 avg loss, 0.000247 rate, 23.169626 seconds, 1200128 images, 20.494012 hours left
 2352: 2.026238, 2.134969 avg loss, 0.000251 rate, 22.747010 seconds, 1204224 images, 20.524374 hours left
 2360: 2.069361, 2.128408 avg loss, 0.000254 rate, 23.091776 seconds, 1208320 images, 20.549634 hours left
 2368: 2.007576, 2.116325 avg loss, 0.000257 rate, 23.008495 seconds, 1212416 images, 20.577622 hours left
 2376: 1.984329, 2.103125 avg loss, 0.000261 rate, 22.990105 seconds, 1216512 images, 20.603977 hours left
 2384: 2.006212, 2.093434 avg loss, 0.000264 rate, 23.441920 seconds, 1220608 images, 20.629372 hours left
 2392: 1.821482, 2.066239 avg loss, 0.000268 rate, 23.431340 seconds, 1224704 images, 20.658540 hours left
 2400: 2.002395, 2.059854 avg loss, 0.000272 rate, 23.375714 seconds, 1228800 images, 20.686790 hours left
 2408: 2.157043, 2.069573 avg loss, 0.000275 rate, 10.008050 seconds, 1232896 images, 20.713680 hours left
 2416: 2.091668, 2.071783 avg loss, 0.000279 rate, 10.132400 seconds, 1236992 images, 20.606402 hours left
 2424: 2.167001, 2.081305 avg loss, 0.000282 rate, 10.060867 seconds, 1241088 images, 20.501213 hours left
 2432: 1.855807, 2.058755 avg loss, 0.000286 rate, 9.881531 seconds, 1245184 images, 20.396140 hours left
 2440: 2.231959, 2.076075 avg loss, 0.000290 rate, 10.106873 seconds, 1249280 images, 20.290117 hours left
 2448: 2.234807, 2.091948 avg loss, 0.000294 rate, 10.339280 seconds, 1253376 images, 20.187163 hours left
 2456: 1.993444, 2.082098 avg loss, 0.000297 rate, 10.152122 seconds, 1257472 images, 20.087307 hours left
 2464: 2.198882, 2.093776 avg loss, 0.000301 rate, 10.367771 seconds, 1261568 images, 19.986378 hours left
 2472: 2.072452, 2.091644 avg loss, 0.000305 rate, 10.175337 seconds, 1265664 images, 19.888350 hours left
 2480: 1.936207, 2.076100 avg loss, 0.000309 rate, 10.029415 seconds, 1269760 images, 19.789187 hours left
 2488: 1.970575, 2.065548 avg loss, 0.000313 rate, 11.757736 seconds, 1273856 images, 19.689362 hours left
 2496: 1.725325, 2.031525 avg loss, 0.000317 rate, 11.540118 seconds, 1277952 images, 19.607172 hours left
 2504: 1.960094, 2.024382 avg loss, 0.000321 rate, 11.552808 seconds, 1282048 images, 19.523426 hours left
 2512: 1.848545, 2.006799 avg loss, 0.000325 rate, 11.743518 seconds, 1286144 images, 19.440383 hours left
 2520: 1.918244, 1.997943 avg loss, 0.000329 rate, 11.732660 seconds, 1290240 images, 19.359762 hours left
 2528: 1.703887, 1.968537 avg loss, 0.000333 rate, 11.442127 seconds, 1294336 images, 19.279581 hours left
 2536: 1.989916, 1.970675 avg loss, 0.000338 rate, 11.867540 seconds, 1298432 images, 19.197139 hours left
 2544: 1.808089, 1.954417 avg loss, 0.000342 rate, 11.804890 seconds, 1302528 images, 19.119361 hours left
 2552: 1.929351, 1.951910 avg loss, 0.000346 rate, 11.879063 seconds, 1306624 images, 19.041495 hours left
 2560: 1.686593, 1.925378 avg loss, 0.000350 rate, 11.672198 seconds, 1310720 images, 18.964857 hours left
 2568: 1.921451, 1.924986 avg loss, 0.000355 rate, 14.007306 seconds, 1314816 images, 18.886743 hours left
 2576: 1.827320, 1.915219 avg loss, 0.000359 rate, 14.160075 seconds, 1318912 images, 18.831413 hours left
 2584: 1.670838, 1.890781 avg loss, 0.000364 rate, 13.781630 seconds, 1323008 images, 18.777779 hours left
 2592: 1.766117, 1.878314 avg loss, 0.000368 rate, 13.806475 seconds, 1327104 images, 18.720775 hours left
 2600: 1.584848, 1.848968 avg loss, 0.000373 rate, 13.973292 seconds, 1331200 images, 18.664269 hours left
 2608: 1.602580, 1.824329 avg loss, 0.000377 rate, 14.048136 seconds, 1335296 images, 18.609598 hours left
 2616: 1.692835, 1.811180 avg loss, 0.000382 rate, 14.145026 seconds, 1339392 images, 18.555868 hours left
 2624: 1.720838, 1.802146 avg loss, 0.000386 rate, 14.219780 seconds, 1343488 images, 18.503275 hours left
 2632: 1.768172, 1.798748 avg loss, 0.000391 rate, 14.069669 seconds, 1347584 images, 18.451594 hours left
 2640: 1.653065, 1.784180 avg loss, 0.000396 rate, 14.372131 seconds, 1351680 images, 18.398709 hours left
 2648: 1.618901, 1.767652 avg loss, 0.000401 rate, 12.621565 seconds, 1355776 images, 18.348891 hours left
 2656: 1.482687, 1.739156 avg loss, 0.000405 rate, 12.919464 seconds, 1359872 images, 18.282923 hours left
 2664: 1.545944, 1.719834 avg loss, 0.000410 rate, 12.684108 seconds, 1363968 images, 18.220103 hours left
 2672: 1.546114, 1.702462 avg loss, 0.000415 rate, 12.649002 seconds, 1368064 images, 18.155443 hours left
 2680: 1.721262, 1.704342 avg loss, 0.000420 rate, 12.898667 seconds, 1372160 images, 18.090823 hours left
 2688: 1.627449, 1.696653 avg loss, 0.000425 rate, 12.815825 seconds, 1376256 images, 18.028871 hours left
 2696: 1.480147, 1.675002 avg loss, 0.000430 rate, 12.518024 seconds, 1380352 images, 17.966489 hours left
 2704: 1.577101, 1.665212 avg loss, 0.000435 rate, 12.596034 seconds, 1384448 images, 17.901714 hours left
 2712: 1.561999, 1.654891 avg loss, 0.000440 rate, 12.796806 seconds, 1388544 images, 17.838022 hours left
 2720: 1.639657, 1.653368 avg loss, 0.000446 rate, 12.814051 seconds, 1392640 images, 17.776531 hours left
 2728: 1.856942, 1.673725 avg loss, 0.000451 rate, 18.943689 seconds, 1396736 images, 17.715517 hours left
 2736: 1.588189, 1.665172 avg loss, 0.000456 rate, 18.426981 seconds, 1400832 images, 17.710540 hours left
 2744: 1.616035, 1.660258 avg loss, 0.000461 rate, 18.514586 seconds, 1404928 images, 17.700507 hours left
 2752: 1.469794, 1.641211 avg loss, 0.000467 rate, 18.497461 seconds, 1409024 images, 17.690957 hours left
 2760: 1.370732, 1.614164 avg loss, 0.000472 rate, 18.500184 seconds, 1413120 images, 17.680937 hours left
 2768: 1.556190, 1.608366 avg loss, 0.000477 rate, 18.574104 seconds, 1417216 images, 17.670631 hours left
 2776: 1.352542, 1.582784 avg loss, 0.000483 rate, 18.617054 seconds, 1421312 images, 17.660680 hours left
 2784: 1.385188, 1.563024 avg loss, 0.000488 rate, 18.296069 seconds, 1425408 images, 17.650800 hours left
 2792: 1.456663, 1.552388 avg loss, 0.000494 rate, 18.583646 seconds, 1429504 images, 17.637738 hours left
 2800: 1.498072, 1.546957 avg loss, 0.000500 rate, 19.208889 seconds, 1433600 images, 17.626963 hours left
 2808: 1.571400, 1.549401 avg loss, 0.000505 rate, 10.285083 seconds, 1437696 images, 17.621440 hours left
 2816: 1.665162, 1.560977 avg loss, 0.000511 rate, 10.483089 seconds, 1441792 images, 17.536421 hours left
 2824: 1.468802, 1.551760 avg loss, 0.000517 rate, 10.380918 seconds, 1445888 images, 17.453775 hours left
 2832: 1.786777, 1.575261 avg loss, 0.000523 rate, 10.519010 seconds, 1449984 images, 17.370822 hours left
 2840: 1.555599, 1.573295 avg loss, 0.000529 rate, 10.447701 seconds, 1454080 images, 17.289682 hours left
 2848: 1.453349, 1.561301 avg loss, 0.000534 rate, 10.503794 seconds, 1458176 images, 17.208494 hours left
 2856: 1.495253, 1.554696 avg loss, 0.000540 rate, 10.187175 seconds, 1462272 images, 17.128377 hours left
 2864: 1.450415, 1.544268 avg loss, 0.000546 rate, 10.457751 seconds, 1466368 images, 17.046063 hours left
 2872: 1.575996, 1.547441 avg loss, 0.000553 rate, 10.585465 seconds, 1470464 images, 16.966702 hours left
 2880: 1.356553, 1.528352 avg loss, 0.000559 rate, 10.441902 seconds, 1474560 images, 16.889012 hours left
 2888: 1.478317, 1.523348 avg loss, 0.000565 rate, 14.450461 seconds, 1478656 images, 16.810620 hours left
 2896: 1.381153, 1.509129 avg loss, 0.000571 rate, 13.804724 seconds, 1482752 images, 16.767431 hours left
 2904: 1.414033, 1.499619 avg loss, 0.000577 rate, 13.875311 seconds, 1486848 images, 16.718785 hours left
 2912: 1.373248, 1.486982 avg loss, 0.000584 rate, 13.731227 seconds, 1490944 images, 16.670926 hours left
 2920: 1.386514, 1.476935 avg loss, 0.000590 rate, 13.943042 seconds, 1495040 images, 16.622002 hours left
 2928: 1.197931, 1.449035 avg loss, 0.000596 rate, 13.631424 seconds, 1499136 images, 16.575074 hours left
 2936: 1.344007, 1.438532 avg loss, 0.000603 rate, 13.843797 seconds, 1503232 images, 16.525647 hours left
 2944: 1.335417, 1.428221 avg loss, 0.000610 rate, 13.800762 seconds, 1507328 images, 16.478218 hours left
 2952: 1.205346, 1.405933 avg loss, 0.000616 rate, 13.835832 seconds, 1511424 images, 16.430590 hours left
 2960: 1.357724, 1.401112 avg loss, 0.000623 rate, 13.921853 seconds, 1515520 images, 16.383429 hours left
 2968: 1.309080, 1.391909 avg loss, 0.000629 rate, 12.754453 seconds, 1519616 images, 16.337158 hours left
 2976: 1.341548, 1.386873 avg loss, 0.000636 rate, 12.841063 seconds, 1523712 images, 16.281208 hours left
 2984: 1.311527, 1.379338 avg loss, 0.000643 rate, 12.745576 seconds, 1527808 images, 16.226262 hours left
 2992: 1.307587, 1.372163 avg loss, 0.000650 rate, 12.577135 seconds, 1531904 images, 16.170787 hours left
 3000: 1.104884, 1.345435 avg loss, 0.000657 rate, 12.454408 seconds, 1536000 images, 16.114170 hours left
 3008: 1.131316, 1.324023 avg loss, 0.000664 rate, 12.380972 seconds, 1540096 images, 16.056817 hours left
 3016: 1.114570, 1.303078 avg loss, 0.000671 rate, 12.473777 seconds, 1544192 images, 15.999150 hours left
 3024: 1.184699, 1.291240 avg loss, 0.000678 rate, 12.725872 seconds, 1548288 images, 15.942554 hours left
 3032: 1.323189, 1.294435 avg loss, 0.000685 rate, 12.757466 seconds, 1552384 images, 15.888330 hours left
 3040: 1.114336, 1.276425 avg loss, 0.000692 rate, 12.382855 seconds, 1556480 images, 15.834627 hours left
 3048: 1.144814, 1.263264 avg loss, 0.000699 rate, 18.298368 seconds, 1560576 images, 15.778096 hours left
 3056: 1.318148, 1.268753 avg loss, 0.000707 rate, 17.946562 seconds, 1564672 images, 15.770362 hours left
 3064: 1.288066, 1.270684 avg loss, 0.000714 rate, 18.192470 seconds, 1568768 images, 15.759422 hours left
 3072: 1.267459, 1.270361 avg loss, 0.000722 rate, 18.129386 seconds, 1572864 images, 15.750199 hours left
 3080: 1.151200, 1.258445 avg loss, 0.000729 rate, 18.263053 seconds, 1576960 images, 15.740150 hours left
 3088: 1.270458, 1.259647 avg loss, 0.000737 rate, 18.539912 seconds, 1581056 images, 15.730883 hours left
 3096: 1.184704, 1.252152 avg loss, 0.000744 rate, 18.057218 seconds, 1585152 images, 15.723543 hours left
 3104: 1.262371, 1.253174 avg loss, 0.000752 rate, 18.410411 seconds, 1589248 images, 15.711970 hours left
 3112: 1.232219, 1.251079 avg loss, 0.000759 rate, 18.572139 seconds, 1593344 images, 15.702953 hours left
 3120: 1.229727, 1.248943 avg loss, 0.000767 rate, 18.046846 seconds, 1597440 images, 15.694915 hours left
 3128: 1.532550, 1.277304 avg loss, 0.000775 rate, 26.208648 seconds, 1601536 images, 15.682341 hours left
 3136: 1.494117, 1.298985 avg loss, 0.000783 rate, 25.753388 seconds, 1605632 images, 15.734605 hours left
 3144: 1.229599, 1.292047 avg loss, 0.000791 rate, 25.508569 seconds, 1609728 images, 15.782143 hours left
 3152: 1.408656, 1.303708 avg loss, 0.000799 rate, 25.518264 seconds, 1613824 images, 15.826690 hours left
 3160: 1.442101, 1.317547 avg loss, 0.000807 rate, 25.222873 seconds, 1617920 images, 15.870302 hours left
 3168: 1.148478, 1.300640 avg loss, 0.000815 rate, 25.662686 seconds, 1622016 images, 15.910580 hours left
 3176: 1.548656, 1.325442 avg loss, 0.000823 rate, 25.658740 seconds, 1626112 images, 15.953355 hours left
 3184: 1.192201, 1.312118 avg loss, 0.000832 rate, 25.185455 seconds, 1630208 images, 15.995101 hours left
 3192: 1.284224, 1.309328 avg loss, 0.000840 rate, 25.700813 seconds, 1634304 images, 16.032157 hours left
 3200: 1.321417, 1.310537 avg loss, 0.000848 rate, 25.881998 seconds, 1638400 images, 16.072303 hours left
 3208: 1.364290, 1.315912 avg loss, 0.000857 rate, 13.568223 seconds, 1642496 images, 16.112886 hours left
 3216: 1.524170, 1.336738 avg loss, 0.000865 rate, 13.575442 seconds, 1646592 images, 16.056986 hours left
 3224: 1.212621, 1.324327 avg loss, 0.000874 rate, 13.551484 seconds, 1650688 images, 16.001412 hours left
 3232: 1.210183, 1.312912 avg loss, 0.000882 rate, 13.896927 seconds, 1654784 images, 15.945896 hours left
 3240: 1.181273, 1.299748 avg loss, 0.000891 rate, 13.577870 seconds, 1658880 images, 15.893290 hours left
 3248: 1.261764, 1.295950 avg loss, 0.000900 rate, 13.700716 seconds, 1662976 images, 15.838456 hours left
 3256: 1.057101, 1.272065 avg loss, 0.000909 rate, 13.698854 seconds, 1667072 images, 15.784807 hours left
 3264: 1.282892, 1.273148 avg loss, 0.000918 rate, 13.664161 seconds, 1671168 images, 15.731422 hours left
 3272: 1.200405, 1.265873 avg loss, 0.000927 rate, 13.866609 seconds, 1675264 images, 15.677957 hours left
 3280: 1.152838, 1.254570 avg loss, 0.000936 rate, 13.690403 seconds, 1679360 images, 15.626291 hours left
 3288: 1.126507, 1.241764 avg loss, 0.000945 rate, 13.767139 seconds, 1683456 images, 15.573467 hours left
 3296: 1.109422, 1.228529 avg loss, 0.000954 rate, 13.544298 seconds, 1687552 images, 15.521446 hours left
 3304: 1.117398, 1.217416 avg loss, 0.000963 rate, 13.533839 seconds, 1691648 images, 15.467965 hours left
 3312: 1.087658, 1.204440 avg loss, 0.000972 rate, 13.680740 seconds, 1695744 images, 15.414640 hours left
 3320: 1.183413, 1.202338 avg loss, 0.000982 rate, 13.824992 seconds, 1699840 images, 15.362645 hours left
 3328: 1.048769, 1.186981 avg loss, 0.000991 rate, 13.456936 seconds, 1703936 images, 15.311940 hours left
 3336: 1.048637, 1.173147 avg loss, 0.001000 rate, 13.818788 seconds, 1708032 images, 15.258702 hours left
 3344: 1.125090, 1.168341 avg loss, 0.001010 rate, 13.488738 seconds, 1712128 images, 15.208376 hours left
 3352: 1.118583, 1.163365 avg loss, 0.001020 rate, 13.594553 seconds, 1716224 images, 15.155810 hours left
 3360: 0.941593, 1.141188 avg loss, 0.001029 rate, 13.461176 seconds, 1720320 images, 15.104249 hours left
 3368: 1.007346, 1.127804 avg loss, 0.001039 rate, 12.579054 seconds, 1724416 images, 15.051924 hours left
 3376: 0.948613, 1.109885 avg loss, 0.001049 rate, 12.430337 seconds, 1728512 images, 14.993372 hours left
 3384: 1.062898, 1.105186 avg loss, 0.001059 rate, 12.673228 seconds, 1732608 images, 14.934042 hours left
 3392: 1.147861, 1.109453 avg loss, 0.001069 rate, 12.575324 seconds, 1736704 images, 14.876795 hours left
 3400: 1.029455, 1.101454 avg loss, 0.001079 rate, 12.517236 seconds, 1740800 images, 14.819130 hours left
 3408: 0.984964, 1.089805 avg loss, 0.001089 rate, 12.562327 seconds, 1744896 images, 14.761342 hours left
 3416: 1.145478, 1.095372 avg loss, 0.001099 rate, 12.592420 seconds, 1748992 images, 14.704179 hours left
 3424: 1.032764, 1.089111 avg loss, 0.001109 rate, 12.384269 seconds, 1753088 images, 14.647524 hours left
 3432: 0.943682, 1.074568 avg loss, 0.001120 rate, 12.526361 seconds, 1757184 images, 14.589666 hours left
 3440: 1.118374, 1.078949 avg loss, 0.001130 rate, 12.551613 seconds, 1761280 images, 14.533125 hours left
 3448: 1.248454, 1.095899 avg loss, 0.001141 rate, 8.494680 seconds, 1765376 images, 14.477051 hours left
 3456: 1.116060, 1.097915 avg loss, 0.001151 rate, 8.624143 seconds, 1769472 images, 14.392499 hours left
 3464: 1.150160, 1.103140 avg loss, 0.001162 rate, 8.523936 seconds, 1773568 images, 14.309519 hours left
 3472: 1.000251, 1.092851 avg loss, 0.001172 rate, 8.325160 seconds, 1777664 images, 14.226472 hours left
 3480: 1.121760, 1.095742 avg loss, 0.001183 rate, 8.427702 seconds, 1781760 images, 14.142669 hours left
 3488: 1.147334, 1.100901 avg loss, 0.001194 rate, 8.542261 seconds, 1785856 images, 14.060237 hours left
 3496: 1.211886, 1.111999 avg loss, 0.001205 rate, 8.576065 seconds, 1789952 images, 13.979242 hours left
 3504: 1.014327, 1.102232 avg loss, 0.001216 rate, 8.399369 seconds, 1794048 images, 13.899102 hours left
 3512: 1.069256, 1.098935 avg loss, 0.001227 rate, 8.429514 seconds, 1798144 images, 13.818348 hours left
 3520: 1.056491, 1.094690 avg loss, 0.001238 rate, 8.429048 seconds, 1802240 images, 13.738423 hours left
 3528: 1.230615, 1.108283 avg loss, 0.001249 rate, 20.969554 seconds, 1806336 images, 13.659107 hours left
 3536: 1.182380, 1.115692 avg loss, 0.001260 rate, 20.915703 seconds, 1810432 images, 13.666507 hours left
 3544: 1.078267, 1.111950 avg loss, 0.001272 rate, 20.881541 seconds, 1814528 images, 13.672999 hours left
 3552: 1.209535, 1.121708 avg loss, 0.001283 rate, 21.272847 seconds, 1818624 images, 13.678728 hours left
 3560: 1.302779, 1.139815 avg loss, 0.001295 rate, 21.163145 seconds, 1822720 images, 13.686597 hours left
 3568: 1.184490, 1.144283 avg loss, 0.001306 rate, 20.863900 seconds, 1826816 images, 13.693171 hours left
 3576: 1.115735, 1.141428 avg loss, 0.001318 rate, 20.691181 seconds, 1830912 images, 13.697187 hours left
 3584: 1.062783, 1.133564 avg loss, 0.001330 rate, 20.924346 seconds, 1835008 images, 13.699537 hours left
 3592: 1.224796, 1.142687 avg loss, 0.001342 rate, 21.204136 seconds, 1839104 images, 13.702968 hours left
 3600: 1.124321, 1.140850 avg loss, 0.001354 rate, 20.956595 seconds, 1843200 images, 13.707771 hours left
 3608: 1.272398, 1.154005 avg loss, 0.001365 rate, 21.179428 seconds, 1847296 images, 13.710404 hours left
 3616: 1.326209, 1.171226 avg loss, 0.001378 rate, 20.906174 seconds, 1851392 images, 13.714026 hours left
 3624: 1.309304, 1.185033 avg loss, 0.001390 rate, 20.947722 seconds, 1855488 images, 13.715332 hours left
 3632: 1.146937, 1.181224 avg loss, 0.001402 rate, 20.703316 seconds, 1859584 images, 13.716435 hours left
 3640: 1.148850, 1.177986 avg loss, 0.001414 rate, 20.712210 seconds, 1863680 images, 13.715453 hours left
 3648: 1.133475, 1.173535 avg loss, 0.001427 rate, 20.598943 seconds, 1867776 images, 13.714079 hours left
 3656: 1.055272, 1.161709 avg loss, 0.001439 rate, 21.010060 seconds, 1871872 images, 13.711519 hours left
 3664: 1.030414, 1.148579 avg loss, 0.001452 rate, 20.504894 seconds, 1875968 images, 13.711204 hours left
 3672: 1.006827, 1.134404 avg loss, 0.001464 rate, 20.324861 seconds, 1880064 images, 13.707147 hours left
 3680: 1.118784, 1.132842 avg loss, 0.001477 rate, 20.778755 seconds, 1884160 images, 13.701510 hours left
 3688: 1.158685, 1.135426 avg loss, 0.001490 rate, 9.301622 seconds, 1888256 images, 13.698403 hours left
 3696: 1.194443, 1.141328 avg loss, 0.001503 rate, 9.282766 seconds, 1892352 images, 13.621156 hours left
 3704: 1.272372, 1.154432 avg loss, 0.001516 rate, 9.003684 seconds, 1896448 images, 13.544355 hours left
 3712: 1.090309, 1.148020 avg loss, 0.001529 rate, 9.046204 seconds, 1900544 images, 13.466336 hours left
 3720: 1.155698, 1.148788 avg loss, 0.001542 rate, 9.162407 seconds, 1904640 images, 13.389167 hours left
 3728: 1.272849, 1.161194 avg loss, 0.001555 rate, 9.040671 seconds, 1908736 images, 13.313305 hours left
 3736: 1.260444, 1.171119 avg loss, 0.001568 rate, 8.961611 seconds, 1912832 images, 13.237229 hours left
 3744: 0.995875, 1.153594 avg loss, 0.001582 rate, 9.049578 seconds, 1916928 images, 13.161216 hours left
 3752: 1.177709, 1.156006 avg loss, 0.001595 rate, 9.159917 seconds, 1921024 images, 13.086315 hours left
 3760: 1.111296, 1.151535 avg loss, 0.001609 rate, 9.122635 seconds, 1925120 images, 13.012651 hours left
 3768: 1.314809, 1.167862 avg loss, 0.001622 rate, 18.066137 seconds, 1929216 images, 12.939289 hours left
 3776: 1.139083, 1.164984 avg loss, 0.001636 rate, 17.707484 seconds, 1933312 images, 12.921906 hours left
 3784: 1.182081, 1.166694 avg loss, 0.001650 rate, 17.665842 seconds, 1937408 images, 12.902081 hours left
 3792: 0.957269, 1.145752 avg loss, 0.001664 rate, 17.571044 seconds, 1941504 images, 12.881804 hours left
 3800: 1.019084, 1.133085 avg loss, 0.001678 rate, 17.800582 seconds, 1945600 images, 12.860756 hours left
 3808: 0.963959, 1.116172 avg loss, 0.001692 rate, 17.589971 seconds, 1949696 images, 12.840930 hours left
 3816: 0.990076, 1.103563 avg loss, 0.001706 rate, 17.758881 seconds, 1953792 images, 12.819625 hours left
 3824: 1.089795, 1.102186 avg loss, 0.001720 rate, 17.650567 seconds, 1957888 images, 12.799167 hours left
 3832: 0.959565, 1.087924 avg loss, 0.001734 rate, 17.331581 seconds, 1961984 images, 12.777864 hours left
 3840: 0.948182, 1.073950 avg loss, 0.001749 rate, 17.589225 seconds, 1966080 images, 12.754461 hours left
 3848: 1.255587, 1.092113 avg loss, 0.001763 rate, 9.119515 seconds, 1970176 images, 12.732452 hours left
 3856: 1.176113, 1.100513 avg loss, 0.001778 rate, 8.989373 seconds, 1974272 images, 12.659642 hours left
 3864: 1.139723, 1.104434 avg loss, 0.001793 rate, 8.980150 seconds, 1978368 images, 12.586583 hours left
 3872: 1.119639, 1.105955 avg loss, 0.001807 rate, 8.961062 seconds, 1982464 images, 12.514000 hours left
 3880: 1.100965, 1.105456 avg loss, 0.001822 rate, 9.076518 seconds, 1986560 images, 12.441831 hours left
 3888: 1.101566, 1.105067 avg loss, 0.001837 rate, 9.017946 seconds, 1990656 images, 12.370864 hours left
 3896: 1.195688, 1.114129 avg loss, 0.001852 rate, 9.016631 seconds, 1994752 images, 12.300061 hours left
 3904: 1.069821, 1.109698 avg loss, 0.001867 rate, 8.927897 seconds, 1998848 images, 12.229758 hours left
 3912: 0.951224, 1.093851 avg loss, 0.001883 rate, 9.036000 seconds, 2002944 images, 12.159441 hours left
 3920: 1.120559, 1.096521 avg loss, 0.001898 rate, 9.133794 seconds, 2007040 images, 12.090257 hours left
 3928: 1.023864, 1.089256 avg loss, 0.001913 rate, 15.040748 seconds, 2011136 images, 12.022128 hours left
